show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
2013-10-27_xl-center,2013-10-27,xl-center,2013,3.0 (2009–2020),0,21,rock and roll; ocelot,walls of the cave; slave to the traffic light; tweezer reprise,tweezer,1049.469
2013-10-29_santander-arena,2013-10-29,santander-arena,2013,3.0 (2009–2020),0,19,cars trucks buses; stealing time from the faulty plan,julius; grind; good times bad times,you enjoy myself,1290.6779499999993
2013-10-31_boardwalk-hall,2013-10-31,boardwalk-hall,2013,3.0 (2009–2020),1,31,heavy things; the moma dance,bathtub gin; you never know; run like an antelope; quinn the eskimo the mighty quinn,carini,1158.949
2013-11-01_boardwalk-hall,2013-11-01,boardwalk-hall,2013,3.0 (2009–2020),0,21,cavern; runaway jim,david bowie; slave to the traffic light; sneakin sally through the alley,twist,1263.595
2013-11-02_boardwalk-hall,2013-11-02,boardwalk-hall,2013,3.0 (2009–2020),0,23,wilson; rift,weekapaug groove; character zero; tweezer reprise,down with disease,981.473
2013-12-28_madison-square-garden,2013-12-28,madison-square-garden,2013,3.0 (2009–2020),0,22,the wedge; stealing time from the faulty plan,julius; run like an antelope; tweezer reprise,sand,812.434
2013-12-29_madison-square-garden,2013-12-29,madison-square-garden,2013,3.0 (2009–2020),0,17,the moma dance; rift,walls of the cave; david bowie; possum,down with disease,1099.18
2013-12-30_madison-square-garden,2013-12-30,madison-square-garden,2013,3.0 (2009–2020),0,20,kill devil falls; bathtub gin,gotta jibboo; first tube; slave to the traffic light,chalk dust torture,1123.265
2013-12-31_madison-square-garden,2013-12-31,madison-square-garden,2013,3.0 (2009–2020),1,26,ac dc bag; a song i heard the ocean sing,fluffhead; split open and melt; you enjoy myself; show of life,you enjoy myself,1196.748
2014-04-26_new-orleans-fairgrounds,2014-04-26,new-orleans-fairgrounds,2014,3.0 (2009–2020),0,22,kill devil falls; the moma dance,character zero; grind; julius,down with disease,971.128
2014-06-24_ed-sullivan-theater,2014-06-24,ed-sullivan-theater,2014,3.0 (2009–2020),0,9,the line; 46 days,twist; character zero,halfway to the moon,438.831
2014-07-01_xfinity-center,2014-07-01,xfinity-center,2014,3.0 (2009–2020),0,19,stealing time from the faulty plan; fuego,wingsuit; cavern; julius,harry hood,1116.813
2014-07-03_saratoga-performing-arts-center,2014-07-03,saratoga-performing-arts-center,2014,3.0 (2009–2020),0,21,farmhouse; wolfman s brother,possum; run like an antelope; tweezer reprise,bathtub gin,887.458
2014-07-04_saratoga-performing-arts-center,2014-07-04,saratoga-performing-arts-center,2014,3.0 (2009–2020),0,19,the star spangled banner; 555,the squirming coil; first tube; character zero,fuego,1138.3846800000001
2014-07-05_saratoga-performing-arts-center,2014-07-05,saratoga-performing-arts-center,2014,3.0 (2009–2020),0,20,crowd control; my friend my friend,david bowie; you enjoy myself; suzy greenberg,you enjoy myself,1138.3846800000001
2014-07-08_the-mann-center-for-the-performing-arts,2014-07-08,the-mann-center-for-the-performing-arts,2014,3.0 (2009–2020),0,22,axilla; gumbo,walls of the cave; tweezer reprise; possum,fuego,1138.3846800000001
2014-07-09_the-mann-center-for-the-performing-arts,2014-07-09,the-mann-center-for-the-performing-arts,2014,3.0 (2009–2020),0,22,glide; sing monica,run like an antelope; sneakin sally through the alley; weekapaug groove,chalk dust torture,1004.121
2014-07-11_randall-s-island,2014-07-11,randall-s-island,2014,3.0 (2009–2020),0,18,the moma dance; kill devil falls,stash; cavern; character zero,down with disease,1133.949
2014-07-12_randall-s-island,2014-07-12,randall-s-island,2014,3.0 (2009–2020),0,21,ac dc bag; 46 days,run like an antelope; harry hood; first tube,wingsuit,948.584
2014-07-13_randall-s-island,2014-07-13,randall-s-island,2014,3.0 (2009–2020),0,18,sand; winterqueen,split open and melt; slave to the traffic light; tweezer reprise,chalk dust torture,1138.3846800000001
2014-07-14_nbc-studios,2014-07-14,nbc-studios,2014,3.0 (2009–2020),0,2,waiting all night; fuego,fuego,fuego,597.29
2014-07-15_cmac-performing-arts-center,2014-07-15,cmac-performing-arts-center,2014,3.0 (2009–2020),0,20,buried alive; twist,david bowie; run like an antelope; character zero,down with disease,1138.3846800000001
2014-07-16_dte-energy-music-theatre,2014-07-16,dte-energy-music-theatre,2014,3.0 (2009–2020),0,25,wolfman s brother; devotion to a dream,46 days; tweezer reprise; possum,ghost,694.596
2014-07-18_firstmerit-bank-pavilion-at-northerly-island,2014-07-18,firstmerit-bank-pavilion-at-northerly-island,2014,3.0 (2009–2020),0,21,555; kill devil falls,the squirming coil; slave to the traffic light; julius,golden age,997.982
2014-07-19_firstmerit-bank-pavilion-at-northerly-island,2014-07-19,firstmerit-bank-pavilion-at-northerly-island,2014,3.0 (2009–2020),0,23,the moma dance; wolfman s brother,run like an antelope; cavern; suzy greenberg,harry hood,987.794
2014-07-20_firstmerit-bank-pavilion-at-northerly-island,2014-07-20,firstmerit-bank-pavilion-at-northerly-island,2014,3.0 (2009–2020),0,19,gumbo; runaway jim,walls of the cave; first tube; character zero,the wedge,892.291
2014-07-25_pnc-music-pavilion,2014-07-25,pnc-music-pavilion,2014,3.0 (2009–2020),0,22,mike s song; back on the train,golgi apparatus; character zero; loving cup,chalk dust torture,976.509
2014-07-26_merriweather-post-pavilion,2014-07-26,merriweather-post-pavilion,2014,3.0 (2009–2020),0,21,sample in a jar; the moma dance,suzy greenberg; harry hood; julius,carini,802.299
2014-07-27_merriweather-post-pavilion,2014-07-27,merriweather-post-pavilion,2014,3.0 (2009–2020),0,33,fee; the curtain with,you enjoy myself; i been around; tweezer reprise,46 days,737.802
2014-07-29_ntelos-pavilion,2014-07-29,ntelos-pavilion,2014,3.0 (2009–2020),0,24,timber jerry the mule; undermind,good times bad times; run like an antelope; the squirming coil,chalk dust torture,1072.64
2014-07-30_ntelos-pavilion,2014-07-30,ntelos-pavilion,2014,3.0 (2009–2020),0,21,bathtub gin; devotion to a dream,david bowie; first tube; the lizards,fuego,1112.007
2014-08-01_amphitheater-at-the-wharf,2014-08-01,amphitheater-at-the-wharf,2014,3.0 (2009–2020),0,24,chalk dust torture; the moma dance,character zero; run like an antelope; tweezer reprise,down with disease,1138.3846800000001
2014-08-02_oak-mountain-amphitheatre,2014-08-02,oak-mountain-amphitheatre,2014,3.0 (2009–2020),0,24,ac dc bag; poor heart,wingsuit; you enjoy myself; quinn the eskimo the mighty quinn,you enjoy myself,1074.286
2014-08-03_verizon-wireless-amphitheatre-at-encore-park,2014-08-03,verizon-wireless-amphitheatre-at-encore-park,2014,3.0 (2009–2020),0,22,my soul; bathtub gin,suzy greenberg; first tube; fluffhead,fluffhead,885.76
2014-08-29_dick-s-sporting-goods-park,2014-08-29,dick-s-sporting-goods-park,2014,3.0 (2009–2020),0,21,llama; undermind,suzy greenberg; run like an antelope; character zero,ghost,1138.3846800000001
2014-08-30_dick-s-sporting-goods-park,2014-08-30,dick-s-sporting-goods-park,2014,3.0 (2009–2020),0,24,free; the moma dance,cavern; bold as love; fluffhead,down with disease,934.139
2014-08-31_dick-s-sporting-goods-park,2014-08-31,dick-s-sporting-goods-park,2014,3.0 (2009–2020),0,25,the curtain with; wombat,possum; weekapaug groove; tweezer reprise,piper,874.893
2014-10-17_matthew-knight-arena,2014-10-17,matthew-knight-arena,2014,3.0 (2009–2020),0,23,waiting all night; free,the squirming coil; rocky top; quinn the eskimo the mighty quinn,crosseyed and painless,988.944
2014-10-18_key-arena,2014-10-18,key-arena,2014,3.0 (2009–2020),0,22,cavern; wilson,bathtub gin; bold as love; character zero,bathtub gin,771.187
2014-10-21_santa-barbara-bowl,2014-10-21,santa-barbara-bowl,2014,3.0 (2009–2020),0,22,stash; possum,stealing time from the faulty plan; suzy greenberg; tweezer reprise,chalk dust torture,956.552
2014-10-22_santa-barbara-bowl,2014-10-22,santa-barbara-bowl,2014,3.0 (2009–2020),0,24,soul shakedown party; the wedge,walls of the cave; weekapaug groove; run like an antelope,drowned,875.572
2014-10-24_the-forum,2014-10-24,the-forum,2014,3.0 (2009–2020),0,21,46 days; tube,bathtub gin; character zero; grind,down with disease,1040.222
2014-10-25_sleep-train-amphitheatre,2014-10-25,sleep-train-amphitheatre,2014,3.0 (2009–2020),0,22,devotion to a dream; ac dc bag,wingsuit; you enjoy myself; tweezer reprise,you enjoy myself,1097.509
2014-10-27_bill-graham-civic-auditorium,2014-10-27,bill-graham-civic-auditorium,2014,3.0 (2009–2020),0,24,walfredo; ocelot,46 days; slave to the traffic light; a day in the life,ghost,986.227
2014-10-28_bill-graham-civic-auditorium,2014-10-28,bill-graham-civic-auditorium,2014,3.0 (2009–2020),0,20,crowd control; mike s song,run like an antelope; harry hood; loving cup,harry hood,1051.037
2014-10-29_bill-graham-civic-auditorium,2014-10-29,bill-graham-civic-auditorium,2014,3.0 (2009–2020),0,22,stealing time from the faulty plan; the moma dance,wolfman s brother; possum; character zero,split open and melt,864.784
2014-10-31_mgm-grand-garden-arena,2014-10-31,mgm-grand-garden-arena,2014,3.0 (2009–2020),1,31,buried alive; ghost,wolfman s brother; martian monster; tweezer reprise; frankenstein,sand,1057.933
2014-11-01_mgm-grand-garden-arena,2014-11-01,mgm-grand-garden-arena,2014,3.0 (2009–2020),0,26,fuego; my soul,wingsuit; backwards down the number line; the star spangled banner,light,807.419
2014-11-02_mgm-grand-garden-arena,2014-11-02,mgm-grand-garden-arena,2014,3.0 (2009–2020),0,19,runaway jim; foam,walls of the cave; you enjoy myself; slave to the traffic light,you enjoy myself,1138.3846800000001
2014-12-31_american-airlines-arena,2014-12-31,american-airlines-arena,2014,3.0 (2009–2020),1,31,sample in a jar; the wedge,a song i heard the ocean sing; martian monster; julius; tweezer reprise,tweezer,1027.579
2015-01-01_american-airlines-arena,2015-01-01,american-airlines-arena,2015,3.0 (2009–2020),0,18,tube; gumbo,bathtub gin; rock and roll; meatstick,bathtub gin,760.895
2015-01-02_american-airlines-arena,2015-01-02,american-airlines-arena,2015,3.0 (2009–2020),0,19,free; the moma dance,the squirming coil; walls of the cave; rocky top,weekapaug groove,1050.749
2015-01-03_american-airlines-arena,2015-01-03,american-airlines-arena,2015,3.0 (2009–2020),0,18,maze; ac dc bag,character zero; suzy greenberg; good times bad times,down with disease,1344.880319999996
2015-07-21_les-schwab-amphitheater,2015-07-21,les-schwab-amphitheater,2015,3.0 (2009–2020),0,21,sample in a jar; sand,wolfman s brother; chalk dust torture; theme from the bottom,ghost,761.887
2015-07-22_les-schwab-amphitheater,2015-07-22,les-schwab-amphitheater,2015,3.0 (2009–2020),0,16,stash; how many people are you,possum; first tube; bathtub gin,simple,849.894
2015-07-24_shoreline-amphitheatre,2015-07-24,shoreline-amphitheatre,2015,3.0 (2009–2020),0,15,the line; the moma dance,46 days; cavern; character zero,twist,1001.953
2015-07-25_the-forum,2015-07-25,the-forum,2015,3.0 (2009–2020),0,18,martian monster; down with disease,walls of the cave; slave to the traffic light; you enjoy myself,you enjoy myself,1284.153
2015-07-28_austin360-amphitheater,2015-07-28,austin360-amphitheater,2015,3.0 (2009–2020),0,26,party time; free,run like an antelope; tweezer reprise; loving cup,46 days,796.891
2015-07-29_verizon-theatre-at-grand-prairie,2015-07-29,verizon-theatre-at-grand-prairie,2015,3.0 (2009–2020),0,20,tube; guelah papyrus,the squirming coil; harry hood; first tube,divided sky,977.006
2015-07-31_aaron-s-amphitheatre-at-lakewood,2015-07-31,aaron-s-amphitheatre-at-lakewood,2015,3.0 (2009–2020),0,18,prince caspian; no men in no man s land,weekapaug groove; bathtub gin; character zero,kill devil falls,1344.880319999996
2015-08-01_aaron-s-amphitheatre-at-lakewood,2015-08-01,aaron-s-amphitheatre-at-lakewood,2015,3.0 (2009–2020),0,17,runaway jim; undermind,run like an antelope; tweezer reprise; rock and roll,tweezer,1344.880319999996
2015-08-02_tuscaloosa-amphitheater,2015-08-02,tuscaloosa-amphitheater,2015,3.0 (2009–2020),0,19,sample in a jar; chalk dust torture,cavern; possum; a day in the life,down with disease,1143.745
2015-08-04_ascend-amphitheater,2015-08-04,ascend-amphitheater,2015,3.0 (2009–2020),0,18,free; no men in no man s land,walls of the cave; weekapaug groove; slave to the traffic light,mike s song,950.596
2015-08-05_starlight-theatre,2015-08-05,starlight-theatre,2015,3.0 (2009–2020),0,17,gumbo; kill devil falls,46 days; you enjoy myself; bug,down with disease,1245.309
2015-08-07_blossom-music-center,2015-08-07,blossom-music-center,2015,3.0 (2009–2020),0,19,a song i heard the ocean sing; my sweet one,bathtub gin; tweezer reprise; good times bad times,tweezer,1157.721
2015-08-08_alpine-valley-music-theatre,2015-08-08,alpine-valley-music-theatre,2015,3.0 (2009–2020),0,19,no men in no man s land; stealing time from the faulty plan,possum; slave to the traffic light; character zero,reba,878.393
2015-08-09_alpine-valley-music-theatre,2015-08-09,alpine-valley-music-theatre,2015,3.0 (2009–2020),0,21,the very long fuse; colonel forbin s ascent,split open and melt; tweezer reprise; frankenstein,tweezer,857.731
2015-08-11_the-mann-center-for-the-performing-arts,2015-08-11,the-mann-center-for-the-performing-arts,2015,3.0 (2009–2020),0,23,crowd control; martian monster,grind; backwards down the number line; julius,fuego,980.454
2015-08-12_the-mann-center-for-the-performing-arts,2015-08-12,the-mann-center-for-the-performing-arts,2015,3.0 (2009–2020),0,16,ac dc bag; free,character zero; harry hood; loving cup,twist,1344.880319999996
2015-08-14_walnut-creek-amphitheater,2015-08-14,walnut-creek-amphitheater,2015,3.0 (2009–2020),0,22,llama; chalk dust torture,suzy greenberg; first tube; fire,reba,820.82
2015-08-15_merriweather-post-pavilion,2015-08-15,merriweather-post-pavilion,2015,3.0 (2009–2020),0,25,simple; glide,run like an antelope; walls of the cave; tweezer reprise,46 days,982.1
2015-08-16_merriweather-post-pavilion,2015-08-16,merriweather-post-pavilion,2015,3.0 (2009–2020),0,18,golgi apparatus; undermind,possum; you enjoy myself; backwards down the number line,you enjoy myself,1242.697
2015-08-20_watkins-glen-international,2015-08-20,watkins-glen-international,2015,3.0 (2009–2020),1,1,jam,jam,jam,389.4725
2015-08-21_watkins-glen-international,2015-08-21,watkins-glen-international,2015,3.0 (2009–2020),1,21,simple; the dogs,bathtub gin; slave to the traffic light; first tube,bathtub gin,1344.880319999996
2015-08-22_watkins-glen-international,2015-08-22,watkins-glen-international,2015,3.0 (2009–2020),1,32,divided sky; the moma dance,run like an antelope; prince caspian; walls of the cave; drive in jam; tweezer reprise,drive in jam,1344.880319999996
2015-08-23_watkins-glen-international,2015-08-23,watkins-glen-international,2015,3.0 (2009–2020),1,23,punch you in the eye; buffalo bill,character zero; martian monster; you enjoy myself,you enjoy myself,1264.692
2015-09-04_dick-s-sporting-goods-park,2015-09-04,dick-s-sporting-goods-park,2015,3.0 (2009–2020),0,22,tube; ghost,run like an antelope; walls of the cave; loving cup,fuego,958.589
2015-09-05_dick-s-sporting-goods-park,2015-09-05,dick-s-sporting-goods-park,2015,3.0 (2009–2020),0,21,no men in no man s land; martian monster,character zero; rock and roll; a day in the life,twist,1045.682
2015-09-06_dick-s-sporting-goods-park,2015-09-06,dick-s-sporting-goods-park,2015,3.0 (2009–2020),0,30,the landlady; free,frankenstein; slave to the traffic light; united we stand,carini,1067.285
2015-12-30_madison-square-garden,2015-12-30,madison-square-garden,2015,3.0 (2009–2020),0,21,sample in a jar; free,46 days; weekapaug groove; character zero,chalk dust torture,1344.880319999996
2015-12-31_madison-square-garden,2015-12-31,madison-square-garden,2015,3.0 (2009–2020),1,26,the moma dance; possum,walls of the cave; twist; backwards down the number line; cavern,piper,995.579
2016-01-01_madison-square-garden,2016-01-01,madison-square-garden,2016,3.0 (2009–2020),0,18,stealing time from the faulty plan; heavy things,run like an antelope; slave to the traffic light; farmhouse,light,1060.598
2016-01-02_madison-square-garden,2016-01-02,madison-square-garden,2016,3.0 (2009–2020),0,18,your pet cat; ac dc bag,julius; you enjoy myself; tweezer reprise,tweezer,1140.0267199999992
2016-01-15_barcela3-maya-beach,2016-01-15,barcela3-maya-beach,2016,3.0 (2009–2020),0,19,a song i heard the ocean sing; my soul,david bowie; shine a light; rock and roll,drowned,817.946
2016-01-16_barcela3-maya-beach,2016-01-16,barcela3-maya-beach,2016,3.0 (2009–2020),0,19,camel walk; 555,chalk dust torture; harry hood; character zero,harry hood,781.087
2016-01-17_barcela3-maya-beach,2016-01-17,barcela3-maya-beach,2016,3.0 (2009–2020),0,20,mexican cousin; the curtain with,saw it again; slave to the traffic light; the ocean,the curtain with,823.1780000000001
2016-06-22_xcel-energy-center,2016-06-22,xcel-energy-center,2016,3.0 (2009–2020),0,25,pigtail; wolfman s brother,walls of the cave; bathtub gin; character zero,stash,673.724
2016-06-24_wrigley-field,2016-06-24,wrigley-field,2016,3.0 (2009–2020),0,20,sample in a jar; chalk dust torture,blaze on; loving cup; run like an antelope,down with disease,965.564
2016-06-25_wrigley-field,2016-06-25,wrigley-field,2016,3.0 (2009–2020),0,20,the moma dance; ac dc bag,good times bad times; tweezer reprise; i am the walrus,divided sky,909.636
2016-06-26_klipsch-music-center,2016-06-26,klipsch-music-center,2016,3.0 (2009–2020),0,22,my friend my friend; kill devil falls,first tube; possum; rock and roll,light,875.912
2016-06-28_the-mann-center-for-the-performing-arts,2016-06-28,the-mann-center-for-the-performing-arts,2016,3.0 (2009–2020),0,22,wilson; funky bitch,suzy greenberg; you enjoy myself; quinn the eskimo the mighty quinn,timber jerry the mule,1061.198
2016-06-29_the-mann-center-for-the-performing-arts,2016-06-29,the-mann-center-for-the-performing-arts,2016,3.0 (2009–2020),0,22,wolfman s brother; your pet cat,weekapaug groove; dem bones; harry hood,crosseyed and painless,927.6
2016-07-01_saratoga-performing-arts-center,2016-07-01,saratoga-performing-arts-center,2016,3.0 (2009–2020),0,24,stealing time from the faulty plan; the birds,the squirming coil; fire; character zero,chalk dust torture,1140.0267199999992
2016-07-02_saratoga-performing-arts-center,2016-07-02,saratoga-performing-arts-center,2016,3.0 (2009–2020),0,22,crowd control; 555,walls of the cave; a day in the life; run like an antelope,divided sky,873.064
2016-07-03_saratoga-performing-arts-center,2016-07-03,saratoga-performing-arts-center,2016,3.0 (2009–2020),0,22,the wedge; heavy things,possum; show of life; rock and roll,the moma dance,1053.544
2016-07-06_cross-insurance-arena,2016-07-06,cross-insurance-arena,2016,3.0 (2009–2020),0,25,grind; cars trucks buses,stash; weekapaug groove; tweezer reprise,fluffhead,860.343
2016-07-08_xfinity-center,2016-07-08,xfinity-center,2016,3.0 (2009–2020),0,19,party time; 46 days,space oddity; slave to the traffic light; i am the walrus,light,1140.0267199999992
2016-07-09_xfinity-theatre,2016-07-09,xfinity-theatre,2016,3.0 (2009–2020),0,19,pigtail; the moma dance,you enjoy myself; backwards down the number line; loving cup,you enjoy myself,1140.0267199999992
2016-07-10_lakeview-amphitheater,2016-07-10,lakeview-amphitheater,2016,3.0 (2009–2020),0,27,the landlady; blaze on,bold as love; frankenstein; character zero,drowned,702.354
2016-07-15_gorge-amphitheatre,2016-07-15,gorge-amphitheatre,2016,3.0 (2009–2020),0,26,tweezer; sample in a jar,walls of the cave; cavern; good times bad times,crosseyed and painless,827.664
2016-07-16_gorge-amphitheatre,2016-07-16,gorge-amphitheatre,2016,3.0 (2009–2020),0,27,buried alive; ac dc bag,bathtub gin; shine a light; tweezer reprise,bathtub gin,813.009
2016-07-18_bill-graham-civic-auditorium,2016-07-18,bill-graham-civic-auditorium,2016,3.0 (2009–2020),0,20,martian monster; halley s comet,possum; slave to the traffic light; run like an antelope,sneakin sally through the alley,1075.722
2016-07-19_bill-graham-civic-auditorium,2016-07-19,bill-graham-civic-auditorium,2016,3.0 (2009–2020),0,21,chalk dust torture; free,space oddity; fluffhead; first tube,down with disease,978.26
2016-07-20_bill-graham-civic-auditorium,2016-07-20,bill-graham-civic-auditorium,2016,3.0 (2009–2020),0,27,demand; the curtain with,david bowie; julius; character zero,the curtain with,770.743
2016-07-22_the-forum,2016-07-22,the-forum,2016,3.0 (2009–2020),0,26,the moma dance; sample in a jar,run like an antelope; you enjoy myself; golgi apparatus,you enjoy myself,1100.696
2016-07-23_sleep-train-amphitheatre,2016-07-23,sleep-train-amphitheatre,2016,3.0 (2009–2020),0,22,farmhouse; 555,walls of the cave; loving cup; tweezer reprise,harry hood,766.903
2016-08-26_oak-ridge-farm,2016-08-26,oak-ridge-farm,2016,3.0 (2009–2020),0,18,wilson; down with disease,space oddity; you enjoy myself; character zero,you enjoy myself,1140.0267199999992
2016-08-28_oak-ridge-farm,2016-08-28,oak-ridge-farm,2016,3.0 (2009–2020),0,22,sample in a jar; martian monster,first tube; tweezer reprise; loving cup,light,924.709
2016-09-02_dick-s-sporting-goods-park,2016-09-02,dick-s-sporting-goods-park,2016,3.0 (2009–2020),0,20,ghost; no men in no man s land,46 days; suzy greenberg; tweezer reprise,no men in no man s land,933.486
2016-09-03_dick-s-sporting-goods-park,2016-09-03,dick-s-sporting-goods-park,2016,3.0 (2009–2020),0,18,slave to the traffic light; down with disease,rock and roll; harry hood; the squirming coil,theme from the bottom,947.2
2016-09-04_dick-s-sporting-goods-park,2016-09-04,dick-s-sporting-goods-park,2016,3.0 (2009–2020),0,17,the moma dance; chalk dust torture,character zero; first tube; walls of the cave,the lizards,1140.0267199999992
2016-10-10_nbc-studios,2016-10-10,nbc-studios,2016,3.0 (2009–2020),0,2,breath and burning; blaze on,blaze on,blaze on,388.153
2016-10-14_north-charleston-coliseum,2016-10-14,north-charleston-coliseum,2016,3.0 (2009–2020),0,21,petrichor; ghost,more; harry hood; rocky top,petrichor,1060.833
2016-10-15_north-charleston-coliseum,2016-10-15,north-charleston-coliseum,2016,3.0 (2009–2020),0,23,blaze on; what s the use,wolfman s brother; possum; good times bad times,carini,640.078
2016-10-16_jacksonville-veterans-memorial-arena,2016-10-16,jacksonville-veterans-memorial-arena,2016,3.0 (2009–2020),0,20,kill devil falls; the moma dance,weekapaug groove; run like an antelope; character zero,piper,1095.027
2016-10-18_ascend-amphitheater,2016-10-18,ascend-amphitheater,2016,3.0 (2009–2020),0,21,chalk dust torture; blaze on,also sprach zarathustra; playing in the band; quinn the eskimo the mighty quinn,twist,948.95
2016-10-19_ascend-amphitheater,2016-10-19,ascend-amphitheater,2016,3.0 (2009–2020),0,19,theme from the bottom; camel walk,shine a light; suzy greenberg; tweezer reprise,petrichor,1017.339
2016-10-21_verizon-wireless-amphitheatre-at-encore-park,2016-10-21,verizon-wireless-amphitheatre-at-encore-park,2016,3.0 (2009–2020),0,18,a song i heard the ocean sing; ac dc bag,more; slave to the traffic light; loving cup,down with disease,1140.0267199999992
2016-10-22_verizon-wireless-amphitheatre-at-encore-park,2016-10-22,verizon-wireless-amphitheatre-at-encore-park,2016,3.0 (2009–2020),0,21,mike s song; ass handed,character zero; 46 days; first tube,simple,962.429
2016-10-24_verizon-theatre-at-grand-prairie,2016-10-24,verizon-theatre-at-grand-prairie,2016,3.0 (2009–2020),0,24,no men in no man s land; breath and burning,david bowie; bug; rock and roll,petrichor,1038.002
2016-10-25_verizon-theatre-at-grand-prairie,2016-10-25,verizon-theatre-at-grand-prairie,2016,3.0 (2009–2020),0,23,daniel saw the stone; the moma dance,more; good times bad times; show of life,divided sky,984.738
2016-10-28_mgm-grand-garden-arena,2016-10-28,mgm-grand-garden-arena,2016,3.0 (2009–2020),0,21,martian monster; no men in no man s land,walls of the cave; the squirming coil; bold as love,golden age,1140.0267199999992
2016-10-29_mgm-grand-garden-arena,2016-10-29,mgm-grand-garden-arena,2016,3.0 (2009–2020),0,20,the birds; kill devil falls,more; golgi apparatus; tweezer reprise,mercury,967.419
2016-10-30_mgm-grand-garden-arena,2016-10-30,mgm-grand-garden-arena,2016,3.0 (2009–2020),0,19,the dogs; ghost,suzy greenberg; a day in the life; character zero,down with disease,1140.0267199999992
2016-10-31_mgm-grand-garden-arena,2016-10-31,mgm-grand-garden-arena,2016,3.0 (2009–2020),1,31,carini; your pet cat,run like an antelope; rock n roll suicide; slave to the traffic light; space oddity,petrichor,929.384
2016-12-28_madison-square-garden,2016-12-28,madison-square-garden,2016,3.0 (2009–2020),0,22,the star spangled banner; stealing time from the faulty plan,cavern; possum; good times bad times,golden age,1140.0267199999992
2016-12-29_madison-square-garden,2016-12-29,madison-square-garden,2016,3.0 (2009–2020),0,22,sweet adeline; peaches en regalia,split open and melt; harry hood; julius,down with disease,923.559
2016-12-30_madison-square-garden,2016-12-30,madison-square-garden,2016,3.0 (2009–2020),0,20,carolina; blaze on,you enjoy myself; rocky top; tweezer reprise,you enjoy myself,1113.678
2016-12-31_madison-square-garden,2016-12-31,madison-square-garden,2016,3.0 (2009–2020),1,29,don t bogart that joint; your pet cat,walls of the cave; more; first tube; loving cup,divided sky,891.664
2017-01-12_barcela3-maya-beach,2017-01-12,barcela3-maya-beach,2017,3.0 (2009–2020),0,4,jam; jam,my soul,jam,389.4725
2017-01-13_barcela3-maya-beach,2017-01-13,barcela3-maya-beach,2017,3.0 (2009–2020),0,19,free; yarmouth road,wolfman s brother; run like an antelope; bug,fuego,1195.755
2017-01-14_barcela3-maya-beach,2017-01-14,barcela3-maya-beach,2017,3.0 (2009–2020),0,20,the curtain with; ac dc bag,chalk dust torture; wading in the velvet sea; rocky top,light,942.263
2017-01-15_barcela3-maya-beach,2017-01-15,barcela3-maya-beach,2017,3.0 (2009–2020),0,19,boogie on reggae woman; simple,fluffhead; harry hood; tweezer reprise,fluffhead,1013.185
2017-07-14_huntington-bank-pavilion-at-northerly-island,2017-07-14,huntington-bank-pavilion-at-northerly-island,2017,3.0 (2009–2020),0,21,what s the use; breath and burning,blaze on; julius; golgi apparatus,no men in no man s land,909.14
2017-07-15_huntington-bank-pavilion-at-northerly-island,2017-07-15,huntington-bank-pavilion-at-northerly-island,2017,3.0 (2009–2020),0,18,stealing time from the faulty plan; the moma dance,more; slave to the traffic light; loving cup,simple,1458.43914
2017-07-16_huntington-bank-pavilion-at-northerly-island,2017-07-16,huntington-bank-pavilion-at-northerly-island,2017,3.0 (2009–2020),0,19,possum; 555,run like an antelope; cavern; character zero,carini,1248.313
2017-07-18_ervin-j-nutter-center-wright-state-university,2017-07-18,ervin-j-nutter-center-wright-state-university,2017,3.0 (2009–2020),0,17,tuesday; peaches en regalia,runaway jim; chalk dust torture; the squirming coil,down with disease,1351.027
2017-07-19_petersen-events-center,2017-07-19,petersen-events-center,2017,3.0 (2009–2020),0,19,my soul; nicu,prince caspian; backwards down the number line; rocky top,mr completely,1278.067
2017-07-21_madison-square-garden,2017-07-21,madison-square-garden,2017,3.0 (2009–2020),1,19,shake your coconuts; martian monster,walls of the cave; coconut; good times bad times,tweezer,951.145
2017-07-22_madison-square-garden,2017-07-22,madison-square-garden,2017,3.0 (2009–2020),1,20,strawberry fields forever; halley s comet,the squirming coil; shine a light; my sweet one,down with disease,1128.072
2017-07-23_madison-square-garden,2017-07-23,madison-square-garden,2017,3.0 (2009–2020),1,17,sunday morning; axilla,more; wading in the velvet sea; sweet jane,twist,963.84
2017-07-25_madison-square-garden,2017-07-25,madison-square-garden,2017,3.0 (2009–2020),1,14,sample in a jar; lawn boy,bathtub gin; cavern; lawn boy,lawn boy,1458.43914
2017-07-26_madison-square-garden,2017-07-26,madison-square-garden,2017,3.0 (2009–2020),1,17,white winter hymnal; cars trucks buses,tube; character zero; powderfinger,carini,951.85
2017-07-28_madison-square-garden,2017-07-28,madison-square-garden,2017,3.0 (2009–2020),1,20,chocolate rain; ass handed,sand; rock and roll; space oddity,chalk dust torture,1458.43914
2017-07-29_madison-square-garden,2017-07-29,madison-square-garden,2017,3.0 (2009–2020),1,21,llama; wilson,i am the walrus; harry hood; cinnamon girl,blaze on,1398.256
